rmse_without_z,success,"MaxErrorMean(Position, after 200 steps)","MaxErrorStd(AngularAcceleration, after 0 steps)","MaxErrorMean(LinearVelocity, after 100 steps)",EpisodeLengthStd,"MaxErrorStd(AngularAcceleration, after 200 steps)","MaxErrorStd(Position, after 100 steps)",EpisodeLengthMean,"MaxErrorMean(AngularVelocity, after 200 steps)","MaxErrorStd(AngularVelocity, after 100 steps)","MaxErrorMean(Position, after 100 steps)","MaxErrorMean(AngularAcceleration, after 100 steps)",ReturnStd,"MaxErrorStd(Position, after 200 steps)","MaxErrorStd(LinearVelocity, after 200 steps)",SettlingFractionPosition(200mm),"MaxErrorStd(LinearVelocity, after 100 steps)","MaxErrorStd(AngularVelocity, after 200 steps)",TerminatedFraction,"MaxErrorMean(AngularVelocity, after 100 steps)","MaxErrorStd(AngularAcceleration, after 100 steps)","MaxErrorMean(LinearVelocity, after 200 steps)","MaxErrorMean(AngularAcceleration, after 0 steps)","MaxErrorStd(Angle, after 200 steps)",ReturnMean,"MaxErrorMean(Angle, after 100 steps)","MaxErrorMean(AngularAcceleration, after 200 steps)"
0.3895837817636377,1.0,0.38335973024368286,89.2458267211914,0.4816399812698364,91.22618103027344,12.37499713897705,0.040584225207567215,479.1300048828125,0.42028242349624634,1.1800130605697632,0.40991538763046265,35.894588470458984,94.88880920410156,0.01617366634309292,0.17022450268268585,0.0,0.3024020791053772,0.3049309253692627,0.05000000074505806,0.9889680743217468,41.67456817626953,0.16064785420894623,76.7714614868164,0.021193338558077812,368.64678955078125,0.2795582115650177,24.085554122924805
0.3600753574513373,1.0,0.38335973024368286,89.2458267211914,0.4816399812698364,91.22618103027344,12.37499713897705,0.040584225207567215,479.1300048828125,0.42028242349624634,1.1800130605697632,0.40991538763046265,35.894588470458984,94.88880920410156,0.01617366634309292,0.17022450268268585,0.0,0.3024020791053772,0.3049309253692627,0.05000000074505806,0.9889680743217468,41.67456817626953,0.16064785420894623,76.7714614868164,0.021193338558077812,368.64678955078125,0.2795582115650177,24.085554122924805
0.23153385182988429,1.0,0.2621449828147888,64.91716766357422,0.623258113861084,45.968414306640625,1.7743699550628662,0.07098368555307388,495.3800048828125,1.0360928773880005,0.46036630868911743,0.28433066606521606,12.596735954284668,87.14505004882812,0.038023442029953,0.2199246734380722,0.7900000214576721,0.3003176152706146,0.3811945617198944,0.009999999776482582,1.104048728942871,6.8146820068359375,0.5628226399421692,96.84049224853516,0.02544044516980648,593.450439453125,0.5419973134994507,9.647209167480469
0.11280323015711617,1.0,0.2621449828147888,64.91716766357422,0.623258113861084,45.968414306640625,1.7743699550628662,0.07098368555307388,495.3800048828125,1.0360928773880005,0.46036630868911743,0.28433066606521606,12.596735954284668,87.14505004882812,0.038023442029953,0.2199246734380722,0.7900000214576721,0.3003176152706146,0.3811945617198944,0.009999999776482582,1.104048728942871,6.8146820068359375,0.5628226399421692,96.84049224853516,0.02544044516980648,593.450439453125,0.5419973134994507,9.647209167480469
0.376646029156834,1.0,0.31596753001213074,76.11972045898438,0.440029501914978,87.37464141845703,5.855906963348389,0.047073837369680405,482.2200012207031,0.3520567715167999,0.5960653424263,0.32936277985572815,14.910743713378906,80.02899932861328,0.015209902077913284,0.18349365890026093,0.0,0.2706007659435272,0.2732698917388916,0.03999999910593033,0.8356396555900574,16.600360870361328,0.1441887766122818,75.34138488769531,0.00835024006664753,360.23760986328125,0.5320746898651123,9.341948509216309
0.2253845121011688,1.0,0.31596753001213074,76.11972045898438,0.440029501914978,87.37464141845703,5.855906963348389,0.047073837369680405,482.2200012207031,0.3520567715167999,0.5960653424263,0.32936277985572815,14.910743713378906,80.02899932861328,0.015209902077913284,0.18349365890026093,0.0,0.2706007659435272,0.2732698917388916,0.03999999910593033,0.8356396555900574,16.600360870361328,0.1441887766122818,75.34138488769531,0.00835024006664753,360.23760986328125,0.5320746898651123,9.341948509216309
0.23840375529692678,1.0,0.1903807371854782,83.02152252197266,0.3346860706806183,64.89007568359375,4.541595935821533,0.063994862139225,490.7300109863281,0.28198742866516113,0.6393013000488281,0.21166731417179108,14.680898666381836,113.59317779541016,0.01822829805314541,0.18022437393665314,0.9800000190734863,0.379455029964447,0.2742308974266052,0.019999999552965164,0.5378556251525879,7.740655899047852,0.1582472324371338,71.31934356689453,0.039254505187273026,646.0596923828125,0.20805920660495758,12.67820930480957
0.14920519480599825,1.0,0.1903807371854782,83.02152252197266,0.3346860706806183,64.89007568359375,4.541595935821533,0.063994862139225,490.7300109863281,0.28198742866516113,0.6393013000488281,0.21166731417179108,14.680898666381836,113.59317779541016,0.01822829805314541,0.18022437393665314,0.9800000190734863,0.379455029964447,0.2742308974266052,0.019999999552965164,0.5378556251525879,7.740655899047852,0.1582472324371338,71.31934356689453,0.039254505187273026,646.0596923828125,0.20805920660495758,12.67820930480957
0.40753892279409604,1.0,0.44694510102272034,60.76449203491211,0.46206018328666687,139.99087524414062,0.9632533192634583,0.030582597479224205,450.82000732421875,0.3073006868362427,0.5308521389961243,0.4755072295665741,8.88276195526123,137.53810119628906,0.016410378739237785,0.1397651731967926,0.0,0.29116594791412354,0.2423674315214157,0.10999999940395355,0.6266770362854004,4.7993316650390625,0.193498894572258,77.02130889892578,0.0583752878010273,367.89630126953125,0.19569823145866394,6.225681304931641
0.4383652062612096,1.0,0.44694510102272034,60.76449203491211,0.46206018328666687,139.99087524414062,0.9632533192634583,0.030582597479224205,450.82000732421875,0.3073006868362427,0.5308521389961243,0.4755072295665741,8.88276195526123,137.53810119628906,0.016410378739237785,0.1397651731967926,0.0,0.29116594791412354,0.2423674315214157,0.10999999940395355,0.6266770362854004,4.7993316650390625,0.193498894572258,77.02130889892578,0.0583752878010273,367.89630126953125,0.19569823145866394,6.225681304931641
